id,age_group,gender,self_pref_roast,A_pref,B_pref,C_pref,D_pref,fav_sample
kYRBj1,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
EPb79q,35-44 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
aBrqMq,18-24 years old,Male,Medium,3.0,5.0,2.0,1.0,Coffee B
GrBAVZ,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
5dqP7d,25-34 years old,Male,Light,4.0,3.0,4.0,4.0,Coffee A
kYRBL6,18-24 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
DVv6oR,18-24 years old,Prefer not to say,Light,3.0,4.0,2.0,5.0,Coffee D
GrBAGj,18-24 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
24xG9L,25-34 years old,Male,Light,3.0,3.0,1.0,5.0,Coffee D
lNlkGW,35-44 years old,Male,Medium,2.0,3.0,3.0,4.0,Coffee D
vNx58v,25-34 years old,Female,Light,4.0,3.0,2.0,5.0,Coffee D
g5N6BN,18-24 years old,Male,Light,4.0,5.0,3.0,3.0,Coffee B
OABMRK,25-34 years old,Female,Light,4.0,2.0,2.0,5.0,Coffee D
eBxWVq,45-54 years old,Male,Medium,3.0,2.0,3.0,4.0,Coffee D
g5N621,25-34 years old,Male,Light,4.0,4.0,3.0,5.0,Coffee D
5dqPJM,35-44 years old,Non-binary,Light,2.0,1.0,1.0,4.0,Coffee D
7d9ryL,25-34 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
aBrq7E,45-54 years old,Male,Light,2.0,3.0,4.0,2.0,Coffee C
XeBPa4,55-64 years old,Female,Dark,3.0,5.0,4.0,1.0,Coffee B
kYRBqJ,25-34 years old,Male,Medium,3.0,3.0,2.0,5.0,Coffee D
24xGGL,18-24 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
aBrqqq,25-34 years old,Male,Medium,3.0,2.0,5.0,4.0,Coffee C
VZ1O6v,25-34 years old,Male,Medium,5.0,3.0,2.0,4.0,Coffee A
jB9AjR,18-24 years old,Female,Medium,4.0,3.0,5.0,2.0,Coffee C
AlbeM0,35-44 years old,Male,Light,3.0,2.0,1.0,4.0,Coffee D
NAB1ZQ,35-44 years old,Female,Light,3.0,3.0,3.0,5.0,Coffee D
xdN5GG,25-34 years old,Male,Light,2.0,4.0,3.0,5.0,Coffee D
oAVLJX,18-24 years old,Female,Italian,1.0,1.0,1.0,2.0,Coffee D
lNlkx5,55-64 years old,Male,Dark,2.0,3.0,4.0,2.0,Coffee C
ZdRrqa,25-34 years old,Female,Medium,2.0,4.0,2.0,4.0,Coffee B
OABM28,45-54 years old,Male,Light,5.0,1.0,4.0,4.0,Coffee D
xdN5by,25-34 years old,Female,Light,2.0,2.0,4.0,5.0,Coffee D
ylq5Lp,25-34 years old,Non-binary,Light,4.0,2.0,3.0,4.0,Coffee A
0EjR96,25-34 years old,Male,Light,2.0,3.0,4.0,4.0,Coffee D
dY2eMA,25-34 years old,Female,Dark,3.0,2.0,4.0,4.0,Coffee C
jB9A4x,25-34 years old,Male,Medium,3.0,4.0,5.0,5.0,Coffee D
42NV5B,55-64 years old,Female,Medium,2.0,5.0,5.0,1.0,Coffee B
oAVLZP,25-34 years old,Female,Medium,2.0,5.0,4.0,1.0,Coffee B
EPb77X,45-54 years old,Male,Medium,3.0,3.0,4.0,5.0,Coffee C
pLPpQV,18-24 years old,Male,Light,5.0,3.0,3.0,5.0,Coffee D
OABMq7,25-34 years old,Male,Medium,5.0,4.0,3.0,2.0,Coffee A
PABJJ5,45-54 years old,Male,Medium,3.0,4.0,2.0,2.0,Coffee B
1r2oQQ,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
6dQEoO,35-44 years old,Male,Medium,2.0,4.0,3.0,2.0,Coffee B
24xG6V,18-24 years old,Male,Medium,2.0,3.0,4.0,1.0,Coffee C
lNlkkB,35-44 years old,Male,Dark,3.0,4.0,5.0,2.0,Coffee C
oAVL8e,45-54 years old,Female,Medium,3.0,4.0,3.0,2.0,Coffee B
rlrMz5,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
42NV0k,18-24 years old,Male,Light,5.0,2.0,1.0,5.0,Coffee D
MAdpZp,55-64 years old,Female,Medium,5.0,2.0,4.0,5.0,Coffee D
eBxW4E,35-44 years old,Female,Medium,3.0,3.0,1.0,5.0,Coffee D
rlrM4v,35-44 years old,Male,Light,4.0,2.0,3.0,4.0,Coffee D
OABMx7,25-34 years old,Female,Medium,4.0,3.0,2.0,5.0,Coffee D
OABMZR,55-64 years old,Female,Medium,4.0,5.0,3.0,1.0,Coffee B
GrBAPo,25-34 years old,Male,Medium,3.0,2.0,2.0,4.0,Coffee D
PABJxQ,35-44 years old,Female,Light,3.0,5.0,2.0,2.0,Coffee B
jB9AKR,55-64 years old,Male,Dark,5.0,3.0,4.0,2.0,Coffee A
QABl98,>65 years old,Female,Light,3.0,4.0,5.0,1.0,Coffee C
xdN55y,18-24 years old,,Light,3.0,5.0,4.0,2.0,Coffee D
lNlk8B,55-64 years old,Female,Light,5.0,3.0,4.0,5.0,Coffee D
NAB1kW,25-34 years old,Male,Light,4.0,3.0,3.0,2.0,Coffee A
PABJQ5,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
dY2eOz,35-44 years old,,Light,2.0,4.0,3.0,1.0,Coffee B
LdML8G,25-34 years old,Male,Dark,1.0,2.0,5.0,3.0,Coffee C
ylq5O0,55-64 years old,Female,Medium,3.0,3.0,2.0,2.0,Coffee A
9dJjAp,45-54 years old,Male,Medium,3.0,3.0,4.0,5.0,Coffee D
NAB1GW,25-34 years old,Male,Light,5.0,3.0,5.0,3.0,Coffee A
GrBAGo,25-34 years old,Female,Medium,3.0,5.0,3.0,1.0,Coffee B
7d9rG9,25-34 years old,Female,Medium,4.0,5.0,4.0,5.0,Coffee B
24xGWV,55-64 years old,Male,Medium,4.0,4.0,3.0,2.0,Coffee B
5dqPRP,55-64 years old,Male,Medium,5.0,2.0,4.0,3.0,Coffee A
KMBK9M,25-34 years old,Male,Light,5.0,2.0,5.0,4.0,Coffee A
kYRB26,35-44 years old,Male,Medium,4.0,4.0,5.0,4.0,Coffee C
ZdRrry,35-44 years old,Female,Light,4.0,5.0,2.0,4.0,Coffee B
g5N6ld,35-44 years old,Male,Medium,2.0,3.0,4.0,2.0,Coffee C
DVv6Qj,>65 years old,Male,Medium,3.0,4.0,5.0,1.0,Coffee C
aBrqW9,25-34 years old,Female,Dark,4.0,2.0,3.0,5.0,Coffee D
MAdpxX,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
rlrM9l,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
7d9r0P,35-44 years old,Female,Medium,3.0,4.0,5.0,2.0,Coffee C
BGbWRN,25-34 years old,Male,Light,2.0,3.0,3.0,5.0,Coffee D
BGbWNA,>65 years old,Male,Dark,2.0,4.0,2.0,1.0,Coffee B
xdN5Wo,35-44 years old,Male,Light,3.0,2.0,1.0,3.0,Coffee A
9dJjb1,55-64 years old,Male,Dark,4.0,4.0,5.0,2.0,Coffee C
bl4Q1g,25-34 years old,Male,Light,4.0,2.0,3.0,3.0,Coffee A
9dJjeG,18-24 years old,Male,Light,3.0,3.0,4.0,2.0,Coffee C
J2kvPd,35-44 years old,Male,Medium,4.0,3.0,4.0,5.0,Coffee D
EPb7oX,25-34 years old,Male,Medium,4.0,4.0,4.0,3.0,Coffee C
RzByAl,35-44 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
PABJKd,55-64 years old,Female,Medium,4.0,5.0,3.0,1.0,Coffee B
42NVZb,45-54 years old,Female,Medium,3.0,5.0,4.0,2.0,Coffee B
QABlZg,55-64 years old,Male,Medium,2.0,3.0,4.0,2.0,Coffee C
kYRBBM,25-34 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
qbE1r2,25-34 years old,Female,Italian,2.0,2.0,2.0,2.0,Coffee B
vNx55Q,55-64 years old,Male,Light,2.0,4.0,3.0,4.0,Coffee B
YZzll5,25-34 years old,Male,Light,4.0,5.0,3.0,2.0,Coffee B
QABlQp,25-34 years old,Male,Light,5.0,2.0,4.0,5.0,Coffee A
jB9ARE,25-34 years old,Male,Nordic,4.0,2.0,2.0,3.0,Coffee A
EPb7Ro,25-34 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
RzBy7P,25-34 years old,Female,Medium,2.0,4.0,5.0,1.0,Coffee C
pLPpjE,35-44 years old,Male,Medium,4.0,3.0,5.0,3.0,Coffee C
jB9AO6,25-34 years old,,,1.0,4.0,4.0,4.0,Coffee C
BGbWMA,25-34 years old,Male,Medium,5.0,3.0,2.0,4.0,Coffee A
dY2yqN,35-44 years old,,Light,3.0,2.0,3.0,5.0,Coffee C
zKQ5P8,25-34 years old,Male,Medium,4.0,3.0,4.0,5.0,Coffee D
24xGqb,35-44 years old,Male,Light,1.0,3.0,3.0,1.0,Coffee C
MAdpog,18-24 years old,Male,Dark,1.0,5.0,4.0,4.0,Coffee B
YZzAPv,35-44 years old,Female,Medium,5.0,1.0,3.0,4.0,Coffee A
NAB1Kb,25-34 years old,Male,Light,5.0,4.0,1.0,3.0,Coffee A
qbE1xk,18-24 years old,Female,Medium,2.0,3.0,4.0,1.0,Coffee C
PABqjP,25-34 years old,Male,Dark,2.0,3.0,4.0,2.0,Coffee C
rlrMx5,25-34 years old,Female,Dark,1.0,2.0,2.0,4.0,Coffee D
oAVj6M,25-34 years old,Male,Medium,4.0,3.0,2.0,4.0,Coffee A
rlrZ5X,45-54 years old,Male,Light,5.0,1.0,3.0,4.0,Coffee A
OABN4a,25-34 years old,,Nordic,5.0,,2.0,4.0,Coffee A
aBrMNW,25-34 years old,Male,Light,5.0,2.0,2.0,4.0,Coffee A
ZdRrpv,25-34 years old,Male,Medium,5.0,5.0,2.0,3.0,Coffee A
VZ16zj,25-34 years old,,Medium,,4.0,,,Coffee B
0EjWQP,35-44 years old,Male,Medium,2.0,1.0,4.0,3.0,Coffee C
24x6Eg,25-34 years old,Male,Dark,3.0,5.0,4.0,3.0,Coffee D
zKQ6jg,>65 years old,,Medium,4.0,4.0,2.0,1.0,Coffee A
24x6XM,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
5dqAXv,18-24 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
bl4Jq7,35-44 years old,Female,Medium,2.0,3.0,3.0,4.0,Coffee D
OABMpA,35-44 years old,Female,Medium,4.0,3.0,3.0,5.0,Coffee D
qbElGO,25-34 years old,Female,Medium,1.0,3.0,4.0,1.0,Coffee C
WAp79L,25-34 years old,Male,Medium,4.0,5.0,1.0,3.0,Coffee B
PABq11,25-34 years old,Male,Medium,3.0,4.0,2.0,2.0,Coffee B
eBxWdo,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
QABlgk,25-34 years old,Female,Light,5.0,2.0,3.0,1.0,Coffee A
NABZrp,25-34 years old,Male,Medium,2.0,4.0,3.0,3.0,Coffee B
8dp4vo,25-34 years old,Male,Light,4.0,3.0,4.0,3.0,Coffee A
oAVL4M,35-44 years old,Male,Medium,3.0,4.0,2.0,1.0,Coffee B
8dplLl,25-34 years old,Female,Dark,4.0,1.0,3.0,5.0,Coffee D
MAdxD8,25-34 years old,Female,Medium,5.0,3.0,2.0,4.0,Coffee A
VZ16pN,35-44 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
jB9VDY,25-34 years old,Female,Blonde,2.0,2.0,1.0,3.0,Coffee D
bl4J97,25-34 years old,Male,Medium,5.0,2.0,3.0,1.0,Coffee A
zKQ6xZ,35-44 years old,,Light,4.0,1.0,5.0,4.0,Coffee C
6dQEb5,55-64 years old,Female,Medium,4.0,3.0,3.0,1.0,Coffee A
0EjWrQ,25-34 years old,Male,Light,4.0,2.0,4.0,5.0,Coffee D
ZdRBOV,18-24 years old,Female,Light,4.0,2.0,3.0,4.0,Coffee D
MAdxeE,35-44 years old,Male,Medium,3.0,2.0,4.0,2.0,Coffee C
VZ16p6,35-44 years old,Male,Light,5.0,4.0,3.0,2.0,Coffee A
lNlEBX,25-34 years old,Male,Medium,3.0,1.0,2.0,3.0,Coffee A
dY2eLN,35-44 years old,Male,Dark,2.0,5.0,4.0,2.0,Coffee B
rlrZOo,55-64 years old,,Medium,4.0,2.0,5.0,1.0,Coffee C
Albe1W,55-64 years old,Male,Medium,2.0,4.0,3.0,4.0,Coffee B
1r2o1L,35-44 years old,Male,Light,4.0,1.0,2.0,4.0,Coffee D
VZ16G6,35-44 years old,Male,Medium,1.0,4.0,4.0,1.0,Coffee B
zKQ6YM,25-34 years old,Male,Light,4.0,3.0,3.0,4.0,Coffee D
BGbRde,45-54 years old,Female,Medium,4.0,2.0,4.0,3.0,Coffee C
rlrMNL,35-44 years old,,Light,4.0,3.0,3.0,5.0,Coffee D
LdMLA2,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
42NbKA,18-24 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
lNlEbV,>65 years old,Female,Medium,3.0,3.0,3.0,1.0,Coffee B
pLP2rP,>65 years old,Female,Dark,1.0,3.0,3.0,2.0,Coffee C
DVv6rp,18-24 years old,Male,Medium,5.0,4.0,3.0,1.0,Coffee A
lNlko6,35-44 years old,Other (please specify),Light,2.0,2.0,1.0,4.0,Coffee D
eBxW1o,45-54 years old,Male,Medium,4.0,3.0,3.0,2.0,Coffee A
VZ16El,18-24 years old,Male,Medium,4.0,1.0,3.0,5.0,Coffee D
BGbWPY,35-44 years old,Male,Light,4.0,2.0,2.0,4.0,Coffee D
AlbX7o,35-44 years old,Female,Medium,2.0,3.0,5.0,4.0,Coffee C
oAVLrM,18-24 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
1r2aW4,35-44 years old,Male,Medium,2.0,3.0,3.0,5.0,Coffee D
RzB9Kv,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
1r2oqO,35-44 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
42NbKr,25-34 years old,Male,Medium,2.0,3.0,4.0,3.0,Coffee C
24x6PD,25-34 years old,Female,Light,3.0,4.0,3.0,5.0,Coffee D
OABNlM,18-24 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
8dp47Y,18-24 years old,Male,Medium,4.0,3.0,2.0,3.0,Coffee A
RzB9WQ,35-44 years old,Female,Medium,1.0,5.0,3.0,4.0,Coffee B
jB9VZ1,35-44 years old,Male,Medium,4.0,3.0,3.0,2.0,Coffee A
oAVj2b,35-44 years old,Male,Light,5.0,2.0,1.0,5.0,Coffee A
jB9VlQ,25-34 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
GrBA2z,35-44 years old,Male,Dark,2.0,3.0,4.0,1.0,Coffee C
9dJKQ5,25-34 years old,Male,Medium,2.0,4.0,5.0,3.0,Coffee C
aBrMdX,18-24 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
EPbOWB,25-34 years old,Male,Medium,4.0,3.0,2.0,4.0,Coffee C
OABNQk,25-34 years old,Female,Light,4.0,2.0,1.0,5.0,Coffee D
dY2yEV,55-64 years old,Female,Medium,2.0,3.0,3.0,1.0,Coffee B
vNx9Yl,35-44 years old,Male,Light,4.0,4.0,3.0,5.0,Coffee D
dY2yWD,25-34 years old,Female,Dark,3.0,5.0,3.0,1.0,Coffee B
bl4J50,25-34 years old,Male,French,4.0,4.0,3.0,5.0,Coffee D
WAp7OL,25-34 years old,Male,Light,5.0,4.0,2.0,5.0,Coffee A
zKQ6yk,25-34 years old,Male,Light,5.0,3.0,4.0,1.0,Coffee A
DVvGKE,25-34 years old,Female,Light,4.0,3.0,5.0,2.0,Coffee C
MAdxRk,25-34 years old,,Dark,3.0,2.0,1.0,5.0,Coffee D
YZzlN6,25-34 years old,Female,Blonde,2.0,5.0,4.0,2.0,Coffee B
zKQ6Ng,25-34 years old,Male,Medium,4.0,5.0,3.0,4.0,Coffee B
pLP2ey,35-44 years old,Female,Medium,3.0,4.0,4.0,1.0,Coffee C
KMBjeD,25-34 years old,Male,Medium,4.0,3.0,2.0,5.0,Coffee D
KMBjzD,18-24 years old,Male,Medium,5.0,4.0,2.0,3.0,Coffee B
5dqAKb,25-34 years old,Male,Medium,3.0,2.0,2.0,5.0,Coffee D
vNx9eg,25-34 years old,Non-binary,Dark,3.0,4.0,3.0,1.0,Coffee B
aBrM4Z,25-34 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
EPb74L,25-34 years old,Male,Medium,1.0,5.0,4.0,4.0,Coffee B
kYRPbd,45-54 years old,,Medium,2.0,2.0,5.0,4.0,Coffee C
PABq91,25-34 years old,Male,Light,3.0,4.0,3.0,5.0,Coffee D
RzB9oK,25-34 years old,Male,Medium,4.0,5.0,1.0,3.0,Coffee B
jB9Vb1,25-34 years old,Female,Light,2.0,2.0,2.0,4.0,Coffee D
qbE12k,45-54 years old,Female,Light,1.0,1.0,2.0,1.0,Coffee C
J2k4dX,55-64 years old,Male,Medium,4.0,3.0,3.0,5.0,Coffee D
zKQ6DM,35-44 years old,Female,Medium,4.0,5.0,3.0,2.0,Coffee B
7d9kl6,25-34 years old,Male,Medium,2.0,4.0,5.0,3.0,Coffee C
8dplQz,55-64 years old,Male,French,2.0,3.0,4.0,1.0,Coffee C
QABQeY,25-34 years old,Female,Medium,1.0,3.0,2.0,1.0,Coffee B
6dQB8o,25-34 years old,Female,Light,5.0,3.0,2.0,5.0,Coffee A
MAdxEk,35-44 years old,Male,Light,3.0,3.0,4.0,5.0,Coffee D
6dQB7J,25-34 years old,Male,Dark,2.0,3.0,5.0,1.0,Coffee C
9dJK9E,35-44 years old,Male,Light,5.0,1.0,3.0,3.0,Coffee A
XeBb0L,18-24 years old,Female,Light,4.0,2.0,1.0,5.0,Coffee D
AlbX2y,25-34 years old,Female,Light,5.0,3.0,1.0,4.0,Coffee A
QABQ5G,25-34 years old,Female,Light,5.0,3.0,4.0,3.0,Coffee A
GrBPdk,25-34 years old,Male,Blonde,2.0,4.0,4.0,2.0,Coffee B
kYRPEo,35-44 years old,Male,Medium,1.0,1.0,5.0,2.0,Coffee C
VZ165y,35-44 years old,Male,Light,4.0,4.0,2.0,5.0,Coffee D
7d9kWR,35-44 years old,Male,Light,4.0,3.0,2.0,4.0,Coffee A
xdNWMd,25-34 years old,Male,Nordic,5.0,2.0,1.0,4.0,Coffee A
24x6jM,35-44 years old,Male,Medium,2.0,2.0,4.0,5.0,Coffee D
DVvGkl,25-34 years old,Male,Light,5.0,1.0,2.0,4.0,Coffee A
7d9kx0,25-34 years old,Female,Medium,5.0,3.0,4.0,2.0,Coffee A
aBrMYb,25-34 years old,Male,Dark,2.0,3.0,4.0,3.0,Coffee C
XeBboP,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
oAVj9N,35-44 years old,Male,Light,4.0,5.0,3.0,3.0,Coffee D
lNlEeo,35-44 years old,Female,Medium,3.0,2.0,2.0,4.0,Coffee D
LdM2zJ,45-54 years old,Male,Light,5.0,2.0,2.0,5.0,Coffee A
YZzARv,25-34 years old,Male,Light,3.0,5.0,4.0,2.0,Coffee B
bl4Je6,25-34 years old,Female,Medium,1.0,5.0,3.0,2.0,Coffee B
lNlEOo,25-34 years old,Female,Dark,5.0,4.0,3.0,3.0,Coffee A
rlrZDX,>65 years old,Male,Medium,4.0,3.0,2.0,1.0,Coffee A
g5NoGD,35-44 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
dY2yar,35-44 years old,Male,Light,4.0,4.0,5.0,5.0,Coffee C
PABqj0,35-44 years old,Male,Medium,4.0,4.0,3.0,2.0,Coffee B
42Nb7r,35-44 years old,Male,Medium,2.0,5.0,3.0,1.0,Coffee B
VZ16zM,45-54 years old,Male,Medium,3.0,2.0,1.0,4.0,Coffee D
8dplzr,35-44 years old,Male,Dark,2.0,4.0,4.0,1.0,Coffee B
g5N6RK,35-44 years old,Non-binary,Medium,4.0,2.0,4.0,3.0,Coffee A
EPbO52,35-44 years old,Male,Light,3.0,3.0,4.0,4.0,Coffee A
g5NoqP,25-34 years old,Female,Medium,3.0,3.0,4.0,2.0,Coffee C
KMBj1X,35-44 years old,Male,Medium,1.0,3.0,4.0,2.0,Coffee C
jB9VQJ,25-34 years old,Male,Light,5.0,4.0,3.0,4.0,Coffee A
24xGMA,25-34 years old,Female,Blonde,2.0,2.0,3.0,1.0,Coffee C
6dQBLN,25-34 years old,Male,Dark,2.0,4.0,3.0,2.0,Coffee B
xdNWav,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
ylqaYX,18-24 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
KMBjVX,25-34 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee A
8dplKP,25-34 years old,Female,Medium,4.0,3.0,4.0,1.0,Coffee A
oAVjb5,25-34 years old,Male,Light,5.0,3.0,1.0,5.0,Coffee A
rlrZao,45-54 years old,Female,Blonde,2.0,3.0,2.0,5.0,Coffee D
EPbOQr,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
OABN1k,25-34 years old,Female,Medium,5.0,2.0,1.0,4.0,Coffee C
WAp75v,35-44 years old,Male,Light,3.0,1.0,4.0,5.0,Coffee D
QABQVX,25-34 years old,Male,Medium,4.0,3.0,2.0,4.0,Coffee A
OABMOp,25-34 years old,Male,Light,3.0,4.0,4.0,5.0,Coffee D
VZ1ORl,55-64 years old,Female,Dark,3.0,1.0,4.0,1.0,Coffee C
oAVj65,25-34 years old,Male,Light,4.0,4.0,3.0,2.0,Coffee B
YZzlE0,25-34 years old,Male,Light,4.0,3.0,2.0,3.0,Coffee A
aBrMQW,>65 years old,,Medium,2.0,4.0,5.0,4.0,Coffee D
rlrZA2,25-34 years old,Male,Medium,4.0,2.0,3.0,5.0,Coffee D
ylqa28,35-44 years old,Male,Medium,5.0,3.0,3.0,4.0,Coffee C
OABNQM,25-34 years old,Female,Light,1.0,3.0,2.0,4.0,Coffee D
6dQBjA,25-34 years old,Male,French,3.0,2.0,1.0,4.0,Coffee D
BGbRxR,55-64 years old,Female,Dark,3.0,3.0,5.0,1.0,Coffee C
xdNWDd,45-54 years old,Male,Medium,4.0,4.0,2.0,3.0,Coffee A
pLPplE,25-34 years old,Female,Medium,5.0,3.0,3.0,2.0,Coffee A
eBxXZJ,45-54 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
BGbR7R,25-34 years old,Female,Medium,2.0,4.0,1.0,3.0,Coffee B
EPbOxB,25-34 years old,Male,Light,5.0,2.0,4.0,4.0,Coffee A
qbElA9,25-34 years old,Female,Light,5.0,2.0,2.0,5.0,Coffee D
0EjW6B,18-24 years old,Male,Light,3.0,4.0,3.0,4.0,Coffee B
xdNWx9,<18 years old,Male,Dark,3.0,4.0,4.0,1.0,Coffee C
PABJad,25-34 years old,Female,Dark,1.0,3.0,3.0,4.0,Coffee D
BGbRpe,25-34 years old,Male,Light,5.0,4.0,2.0,4.0,Coffee D
WAp7Ee,35-44 years old,Female,Light,5.0,3.0,4.0,1.0,Coffee A
DVvGdN,35-44 years old,Male,Medium,4.0,5.0,2.0,1.0,Coffee B
EPbOqA,25-34 years old,Female,Light,3.0,4.0,2.0,5.0,Coffee D
42NbXo,35-44 years old,Male,Medium,3.0,3.0,4.0,5.0,Coffee D
qbElDO,25-34 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
kYRBDj,45-54 years old,Female,Medium,3.0,4.0,3.0,1.0,Coffee B
lNlkJp,>65 years old,Female,French,3.0,2.0,2.0,4.0,Coffee D
24x68b,35-44 years old,Prefer not to say,Medium,4.0,2.0,1.0,5.0,Coffee C
VZ16j6,25-34 years old,Male,Light,2.0,3.0,1.0,2.0,Coffee B
1r2aA4,45-54 years old,Female,Medium,3.0,4.0,4.0,1.0,Coffee B
xdNWa5,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
8dplNk,25-34 years old,Male,Medium,3.0,3.0,4.0,2.0,Coffee C
BGbRXK,35-44 years old,Male,Nordic,4.0,1.0,3.0,5.0,Coffee D
J2k4AK,25-34 years old,Male,Light,5.0,4.0,2.0,3.0,Coffee A
NABZWj,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
1r2a91,25-34 years old,Male,Dark,2.0,4.0,3.0,2.0,Coffee B
42NbB5,25-34 years old,Male,Medium,5.0,2.0,4.0,2.0,Coffee A
aBrM5Z,35-44 years old,Female,Dark,5.0,2.0,3.0,1.0,Coffee A
0EjRN0,25-34 years old,Male,Medium,2.0,5.0,4.0,4.0,Coffee B
oAVjDN,35-44 years old,Male,Medium,2.0,4.0,3.0,4.0,Coffee B
pLP2dP,45-54 years old,Male,Medium,2.0,3.0,4.0,3.0,Coffee C
VZ16Qj,55-64 years old,Female,Light,2.0,3.0,2.0,3.0,Coffee B
PABJa0,25-34 years old,Male,Nordic,5.0,2.0,1.0,4.0,Coffee A
g5N6yK,25-34 years old,Male,Medium,3.0,4.0,3.0,1.0,Coffee B
NABZl0,35-44 years old,Male,Medium,2.0,4.0,4.0,2.0,Coffee B
AlbXve,35-44 years old,Male,Light,5.0,3.0,2.0,5.0,Coffee A
GrBP6O,35-44 years old,Male,Light,4.0,3.0,1.0,4.0,Coffee D
NABZoO,35-44 years old,Male,Light,3.0,3.0,2.0,4.0,Coffee D
KMBj5g,45-54 years old,,Light,2.0,5.0,4.0,4.0,Coffee D
lNlErN,25-34 years old,Female,Light,5.0,2.0,3.0,2.0,Coffee A
42NbxA,35-44 years old,Female,Dark,3.0,4.0,5.0,1.0,Coffee B
OABN7a,45-54 years old,Female,Light,2.0,4.0,3.0,3.0,Coffee B
DVvGBE,25-34 years old,Female,Medium,3.0,4.0,2.0,2.0,Coffee B
LdMLRO,25-34 years old,Female,Light,2.0,5.0,4.0,3.0,Coffee B
6dQBeN,45-54 years old,Male,Medium,4.0,2.0,3.0,3.0,Coffee A
5dqPWP,55-64 years old,Male,Medium,2.0,4.0,5.0,1.0,Coffee C
ZdRBEV,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
8dploo,25-34 years old,Male,Medium,3.0,4.0,4.0,1.0,Coffee B
0EjW7A,35-44 years old,Male,Medium,2.0,5.0,4.0,5.0,Coffee D
0EjWOB,25-34 years old,Female,Medium,2.0,4.0,3.0,1.0,Coffee B
xdNWJd,35-44 years old,Male,Medium,5.0,3.0,4.0,2.0,Coffee A
dY2yNV,25-34 years old,Male,Medium,5.0,3.0,5.0,4.0,Coffee C
0EjR2Q,25-34 years old,Female,Light,2.0,4.0,3.0,2.0,Coffee B
qbEla5,45-54 years old,Male,Dark,3.0,4.0,5.0,2.0,Coffee C
YZzAaW,45-54 years old,Male,French,2.0,4.0,5.0,1.0,Coffee C
24x649,55-64 years old,Female,Medium,2.0,5.0,3.0,2.0,Coffee B
dY2yYK,25-34 years old,Female,Medium,5.0,3.0,2.0,4.0,Coffee A
0EjWLN,25-34 years old,,Medium,1.0,2.0,3.0,4.0,Coffee D
DVvGNZ,35-44 years old,Male,Medium,5.0,2.0,5.0,3.0,Coffee C
MAdx5M,18-24 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
zKQ6eR,35-44 years old,Male,Nordic,4.0,2.0,1.0,4.0,Coffee D
NABZ0l,35-44 years old,Male,Dark,3.0,5.0,4.0,2.0,Coffee B
vNx920,45-54 years old,Female,Dark,2.0,2.0,1.0,1.0,Coffee B
RzB9zj,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
9dJK1Q,18-24 years old,Male,Light,5.0,2.0,2.0,4.0,Coffee A
